Table with column headers in rows 2 through 3.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Code of Geography A,FIPS County Code of Geography A,State/U.S. Island Area/Foreign Region Code of Geography B,FIPS County Code of Geography B,State Name of Geography A,County Name of Geography A,State/U.S. Island Area/Foreign Region of Geography B,County Name of Geography B,Flow from Geography B to Geography A,,Counterflow from Geography A to Geography B1,,Net Migration from Geography B to Geography A1,,Gross Migration between Geography A and Geography B1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,,,,,,,,,,,,,,,,,,,,,,,
016,009,053,063,Idaho,Benewah County,Washington,Spokane County,25,31,31,38,-6,37,56,58,,,,,,,,,,,,,,,,,,,,,,,,
016,009,053,075,Idaho,Benewah County,Washington,Whitman County,8,9,39,25,-31,27,47,26,,,,,,,,,,,,,,,,,,,,,,,,
016,009,053,077,Idaho,Benewah County,Washington,Yakima County,2,4,0,28,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,
016,009,055,079,Idaho,Benewah County,Wisconsin,Milwaukee County,4,7,0,20,4,7,4,7,,,,,,,,,,,,,,,,,,,,,,,,
016,009,ASI,,Idaho,Benewah County,Asia,-,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,009,EUR,,Idaho,Benewah County,Europe,-,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,011,002,122,Idaho,Bingham County,Alaska,Kenai Peninsula Borough,0,25,12,15,-12,15,12,15,,,,,,,,,,,,,,,,,,,,,,,,
016,011,004,017,Idaho,Bingham County,Arizona,Navajo County,9,15,0,29,9,15,9,15,,,,,,,,,,,,,,,,,,,,,,,,
016,011,006,017,Idaho,Bingham County,California,El Dorado County,1,4,0,29,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,
016,011,006,019,Idaho,Bingham County,California,Fresno County,0,25,2,4,-2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,
016,011,006,035,Idaho,Bingham County,California,Lassen County,0,25,27,31,-27,31,27,31,,,,,,,,,,,,,,,,,,,,,,,,
016,011,006,037,Idaho,Bingham County,California,Los Angeles County,15,19,0,29,15,19,15,19,,,,,,,,,,,,,,,,,,,,,,,,
016,011,006,067,Idaho,Bingham County,California,Sacramento County,82,118,0,29,82,118,82,118,,,,,,,,,,,,,,,,,,,,,,,,
016,011,006,077,Idaho,Bingham County,California,San Joaquin County,0,25,7,16,-7,16,7,16,,,,,,,,,,,,,,,,,,,,,,,,
016,011,006,085,Idaho,Bingham County,California,Santa Clara County,0,25,13,20,-13,20,13,20,,,,,,,,,,,,,,,,,,,,,,,,
016,011,006,089,Idaho,Bingham County,California,Shasta County,15,24,0,29,15,24,15,24,,,,,,,,,,,,,,,,,,,,,,,,
016,011,006,093,Idaho,Bingham County,California,Siskiyou County,11,17,2,4,9,17,13,17,,,,,,,,,,,,,,,,,,,,,,,,
016,011,006,099,Idaho,Bingham County,California,Stanislaus County,0,25,83,132,-83,132,83,132,,,,,,,,,,,,,,,,,,,,,,,,
016,011,006,107,Idaho,Bingham County,California,Tulare County,0,25,105,152,-105,152,105,152,,,,,,,,,,,,,,,,,,,,,,,,
016,011,008,059,Idaho,Bingham County,Colorado,Jefferson County,14,22,0,28,14,22,14,22,,,,,,,,,,,,,,,,,,,,,,,,
016,011,008,069,Idaho,Bingham County,Colorado,Larimer County,3,6,11,17,-8,18,14,18,,,,,,,,,,,,,,,,,,,,,,,,
016,011,008,087,Idaho,Bingham County,Colorado,Morgan County,0,25,10,15,-10,15,10,15,,,,,,,,,,,,,,,,,,,,,,,,
016,011,008,111,Idaho,Bingham County,Colorado,San Juan County,18,21,0,12,18,21,18,21,,,,,,,,,,,,,,,,,,,,,,,,
016,011,012,095,Idaho,Bingham County,Florida,Orange County,1,2,0,31,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
016,011,012,097,Idaho,Bingham County,Florida,Osceola County,33,54,0,31,33,54,33,54,,,,,,,,,,,,,,,,,,,,,,,,
016,011,013,121,Idaho,Bingham County,Georgia,Fulton County,20,36,0,30,20,36,20,36,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,001,Idaho,Bingham County,Idaho,Ada County,77,68,197,147,-120,164,274,160,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,005,Idaho,Bingham County,Idaho,Bannock County,274,121,652,327,-378,352,926,345,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,007,Idaho,Bingham County,Idaho,Bear Lake County,22,26,10,13,12,28,32,30,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,009,Idaho,Bingham County,Idaho,Benewah County,49,46,0,17,49,46,49,46,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,013,Idaho,Bingham County,Idaho,Blaine County,1,12,50,71,-49,71,51,72,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,017,Idaho,Bingham County,Idaho,Bonner County,0,25,257,213,-257,213,257,213,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,019,Idaho,Bingham County,Idaho,Bonneville County,449,314,454,215,-5,382,903,378,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,023,Idaho,Bingham County,Idaho,Butte County,8,11,0,12,8,11,8,11,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,027,Idaho,Bingham County,Idaho,Canyon County,70,61,323,406,-253,413,393,408,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,029,Idaho,Bingham County,Idaho,Caribou County,2,4,6,9,-4,10,8,10,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,031,Idaho,Bingham County,Idaho,Cassia County,0,25,4,8,-4,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,039,Idaho,Bingham County,Idaho,Elmore County,72,101,66,73,6,126,138,122,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,041,Idaho,Bingham County,Idaho,Franklin County,7,15,11,17,-4,23,18,22,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,043,Idaho,Bingham County,Idaho,Fremont County,0,25,14,16,-14,16,14,16,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,047,Idaho,Bingham County,Idaho,Gooding County,0,25,2,4,-2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,049,Idaho,Bingham County,Idaho,Idaho County,23,36,26,35,-3,50,49,49,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,051,Idaho,Bingham County,Idaho,Jefferson County,23,35,20,23,3,41,43,42,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,053,Idaho,Bingham County,Idaho,Jerome County,0,25,29,49,-29,49,29,49,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,055,Idaho,Bingham County,Idaho,Kootenai County,11,16,156,258,-145,259,167,258,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,057,Idaho,Bingham County,Idaho,Latah County,3,7,0,25,3,7,3,7,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,065,Idaho,Bingham County,Idaho,Madison County,100,103,93,104,7,148,193,144,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,073,Idaho,Bingham County,Idaho,Owyhee County,72,108,0,19,72,108,72,108,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,075,Idaho,Bingham County,Idaho,Payette County,30,36,1,3,29,36,31,36,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,077,Idaho,Bingham County,Idaho,Power County,179,168,34,57,145,176,213,179,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,081,Idaho,Bingham County,Idaho,Teton County,6,9,0,19,6,9,6,9,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,083,Idaho,Bingham County,Idaho,Twin Falls County,67,106,9,13,58,106,76,108,,,,,,,,,,,,,,,,,,,,,,,,
016,011,016,085,Idaho,Bingham County,Idaho,Valley County,18,32,0,19,18,32,18,32,,,,,,,,,,,,,,,,,,,,,,,,
016,011,017,183,Idaho,Bingham County,Illinois,Vermilion County,0,25,20,32,-20,32,20,32,,,,,,,,,,,,,,,,,,,,,,,,
016,011,019,017,Idaho,Bingham County,Iowa,Bremer County,0,25,18,27,-18,27,18,27,,,,,,,,,,,,,,,,,,,,,,,,
016,011,019,127,Idaho,Bingham County,Iowa,Marshall County,0,25,11,15,-11,15,11,15,,,,,,,,,,,,,,,,,,,,,,,,
016,011,020,031,Idaho,Bingham County,Kansas,Coffey County,0,25,16,22,-16,22,16,22,,,,,,,,,,,,,,,,,,,,,,,,
016,011,020,091,Idaho,Bingham County,Kansas,Johnson County,7,16,0,24,7,16,7,16,,,,,,,,,,,,,,,,,,,,,,,,
016,011,020,113,Idaho,Bingham County,Kansas,McPherson County,0,25,8,12,-8,12,8,12,,,,,,,,,,,,,,,,,,,,,,,,
016,011,021,067,Idaho,Bingham County,Kentucky,Fayette County,0,25,2,6,-2,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,
016,011,026,127,Idaho,Bingham County,Michigan,Oceana County,0,25,7,11,-7,11,7,11,,,,,,,,,,,,,,,,,,,,,,,,
016,011,029,147,Idaho,Bingham County,Missouri,Nodaway County,6,10,0,20,6,10,6,10,,,,,,,,,,,,,,,,,,,,,,,,
016,011,030,013,Idaho,Bingham County,Montana,Cascade County,0,25,5,9,-5,9,5,9,,,,,,,,,,,,,,,,,,,,,,,,
016,011,030,027,Idaho,Bingham County,Montana,Fergus County,49,75,0,16,49,75,49,75,,,,,,,,,,,,,,,,,,,,,,,,
016,011,030,029,Idaho,Bingham County,Montana,Flathead County,2,7,0,23,2,7,2,7,,,,,,,,,,,,,,,,,,,,,,,,
016,011,030,031,Idaho,Bingham County,Montana,Gallatin County,8,13,13,15,-5,19,21,21,,,,,,,,,,,,,,,,,,,,,,,,
016,011,030,047,Idaho,Bingham County,Montana,Lake County,0,25,2,4,-2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,
016,011,030,063,Idaho,Bingham County,Montana,Missoula County,0,25,2,3,-2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,
016,011,031,019,Idaho,Bingham County,Nebraska,Buffalo County,0,25,102,119,-102,119,102,119,,,,,,,,,,,,,,,,,,,,,,,,
016,011,031,039,Idaho,Bingham County,Nebraska,Cuming County,0,25,8,12,-8,12,8,12,,,,,,,,,,,,,,,,,,,,,,,,
016,011,031,157,Idaho,Bingham County,Nebraska,Scotts Bluff County,0,25,30,43,-30,43,30,43,,,,,,,,,,,,,,,,,,,,,,,,
016,011,032,003,Idaho,Bingham County,Nevada,Clark County,2,4,80,88,-78,88,82,89,,,,,,,,,,,,,,,,,,,,,,,,
016,011,032,007,Idaho,Bingham County,Nevada,Elko County,0,25,175,282,-175,282,175,282,,,,,,,,,,,,,,,,,,,,,,,,
016,011,032,017,Idaho,Bingham County,Nevada,Lincoln County,8,12,0,17,8,12,8,12,,,,,,,,,,,,,,,,,,,,,,,,
016,011,032,019,Idaho,Bingham County,Nevada,Lyon County,15,24,0,29,15,24,15,24,,,,,,,,,,,,,,,,,,,,,,,,
016,011,032,023,Idaho,Bingham County,Nevada,Nye County,0,25,38,47,-38,47,38,47,,,,,,,,,,,,,,,,,,,,,,,,
016,011,032,031,Idaho,Bingham County,Nevada,Washoe County,13,22,0,29,13,22,13,22,,,,,,,,,,,,,,,,,,,,,,,,
016,011,035,005,Idaho,Bingham County,New Mexico,Chaves County,0,25,36,56,-36,56,36,56,,,,,,,,,,,,,,,,,,,,,,,,
016,011,035,035,Idaho,Bingham County,New Mexico,Otero County,0,25,12,19,-12,19,12,19,,,,,,,,,,,,,,,,,,,,,,,,
016,011,035,045,Idaho,Bingham County,New Mexico,San Juan County,20,32,0,28,20,32,20,32,,,,,,,,,,,,,,,,,,,,,,,,
016,011,036,045,Idaho,Bingham County,New York,Jefferson County,0,25,54,77,-54,77,54,77,,,,,,,,,,,,,,,,,,,,,,,,
016,011,036,047,Idaho,Bingham County,New York,Kings County,21,33,0,27,21,33,21,33,,,,,,,,,,,,,,,,,,,,,,,,
016,011,038,047,Idaho,Bingham County,North Dakota,Logan County,0,25,24,33,-24,33,24,33,,,,,,,,,,,,,,,,,,,,,,,,
016,011,038,053,Idaho,Bingham County,North Dakota,McKenzie County,0,25,3,5,-3,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,
016,011,041,005,Idaho,Bingham County,Oregon,Clackamas County,20,31,31,43,-11,53,51,52,,,,,,,,,,,,,,,,,,,,,,,,
016,011,041,019,Idaho,Bingham County,Oregon,Douglas County,0,25,15,24,-15,24,15,24,,,,,,,,,,,,,,,,,,,,,,,,
016,011,041,047,Idaho,Bingham County,Oregon,Marion County,33,41,0,28,33,41,33,41,,,,,,,,,,,,,,,,,,,,,,,,
016,011,041,065,Idaho,Bingham County,Oregon,Wasco County,51,61,0,22,51,61,51,61,,,,,,,,,,,,,,,,,,,,,,,,
016,011,041,067,Idaho,Bingham County,Oregon,Washington County,0,25,6,14,-6,14,6,14,,,,,,,,,,,,,,,,,,,,,,,,
016,011,041,071,Idaho,Bingham County,Oregon,Yamhill County,36,56,0,28,36,56,36,56,,,,,,,,,,,,,,,,,,,,,,,,
016,011,048,241,Idaho,Bingham County,Texas,Jasper County,0,25,22,31,-22,31,22,31,,,,,,,,,,,,,,,,,,,,,,,,
016,011,048,453,Idaho,Bingham County,Texas,Travis County,13,23,0,31,13,23,13,23,,,,,,,,,,,,,,,,,,,,,,,,
016,011,049,003,Idaho,Bingham County,Utah,Box Elder County,15,23,48,44,-33,49,63,51,,,,,,,,,,,,,,,,,,,,,,,,
016,011,049,005,Idaho,Bingham County,Utah,Cache County,25,30,53,54,-28,63,78,62,,,,,,,,,,,,,,,,,,,,,,,,
016,011,049,011,Idaho,Bingham County,Utah,Davis County,71,122,0,27,71,122,71,122,,,,,,,,,,,,,,,,,,,,,,,,
016,011,049,029,Idaho,Bingham County,Utah,Morgan County,1,4,0,18,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,
016,011,049,035,Idaho,Bingham County,Utah,Salt Lake County,88,133,21,25,67,136,109,135,,,,,,,,,,,,,,,,,,,,,,,,
016,011,049,047,Idaho,Bingham County,Utah,Uintah County,0,25,14,26,-14,26,14,26,,,,,,,,,,,,,,,,,,,,,,,,
016,011,049,049,Idaho,Bingham County,Utah,Utah County,9,14,37,42,-28,43,46,45,,,,,,,,,,,,,,,,,,,,,,,,
016,011,049,053,Idaho,Bingham County,Utah,Washington County,87,107,0,27,87,107,87,107,,,,,,,,,,,,,,,,,,,,,,,,
016,011,049,057,Idaho,Bingham County,Utah,Weber County,41,40,0,27,41,40,41,40,,,,,,,,,,,,,,,,,,,,,,,,
016,011,051,107,Idaho,Bingham County,Virginia,Loudoun County,80,138,0,28,80,138,80,138,,,,,,,,,,,,,,,,,,,,,,,,
016,011,053,011,Idaho,Bingham County,Washington,Clark County,17,27,0,28,17,27,17,27,,,,,,,,,,,,,,,,,,,,,,,,
016,011,053,015,Idaho,Bingham County,Washington,Cowlitz County,1,3,0,28,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
016,011,053,039,Idaho,Bingham County,Washington,Klickitat County,16,28,0,22,16,28,16,28,,,,,,,,,,,,,,,,,,,,,,,,
016,011,053,061,Idaho,Bingham County,Washington,Snohomish County,0,25,5,13,-5,13,5,13,,,,,,,,,,,,,,,,,,,,,,,,
016,011,053,063,Idaho,Bingham County,Washington,Spokane County,8,9,24,29,-16,31,32,30,,,,,,,,,,,,,,,,,,,,,,,,
016,011,053,071,Idaho,Bingham County,Washington,Walla Walla County,1,3,0,28,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
016,011,055,093,Idaho,Bingham County,Wisconsin,Pierce County,0,25,7,12,-7,12,7,12,,,,,,,,,,,,,,,,,,,,,,,,
016,011,055,125,Idaho,Bingham County,Wisconsin,Vilas County,63,78,0,16,63,78,63,78,,,,,,,,,,,,,,,,,,,,,,,,
016,011,056,021,Idaho,Bingham County,Wyoming,Laramie County,0,25,1,3,-1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
016,011,056,023,Idaho,Bingham County,Wyoming,Lincoln County,0,25,20,32,-20,32,20,32,,,,,,,,,,,,,,,,,,,,,,,,
016,011,056,025,Idaho,Bingham County,Wyoming,Natrona County,0,25,100,117,-100,117,100,117,,,,,,,,,,,,,,,,,,,,,,,,
016,011,056,039,Idaho,Bingham County,Wyoming,Teton County,0,25,125,178,-125,178,125,178,,,,,,,,,,,,,,,,,,,,,,,,
016,011,056,043,Idaho,Bingham County,Wyoming,Washakie County,0,25,8,14,-8,14,8,14,,,,,,,,,,,,,,,,,,,,,,,,
016,011,072,003,Idaho,Bingham County,Puerto Rico,Aguada Municipio,1,3,0,29,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
016,011,ASI,,Idaho,Bingham County,Asia,-,91,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,011,CAM,,Idaho,Bingham County,Central America,-,61,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,011,CAR,,Idaho,Bingham County,Caribbean,-,51,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,011,EUR,,Idaho,Bingham County,Europe,-,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,013,002,013,Idaho,Blaine County,Alaska,Aleutians East Borough,0,22,3,4,-3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,
016,013,002,020,Idaho,Blaine County,Alaska,Anchorage Municipality,154,196,0,20,154,196,154,196,,,,,,,,,,,,,,,,,,,,,,,,
016,013,004,005,Idaho,Blaine County,Arizona,Coconino County,20,24,0,29,20,24,20,24,,,,,,,,,,,,,,,,,,,,,,,,
016,013,004,013,Idaho,Blaine County,Arizona,Maricopa County,0,22,97,122,-97,122,97,122,,,,,,,,,,,,,,,,,,,,,,,,
016,013,004,025,Idaho,Blaine County,Arizona,Yavapai County,6,10,0,29,6,10,6,10,,,,,,,,,,,,,,,,,,,,,,,,
016,013,006,001,Idaho,Blaine County,California,Alameda County,0,22,5,6,-5,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,
016,013,006,023,Idaho,Blaine County,California,Humboldt County,0,22,69,98,-69,98,69,98,,,,,,,,,,,,,,,,,,,,,,,,
016,013,006,037,Idaho,Blaine County,California,Los Angeles County,111,168,0,29,111,168,111,168,,,,,,,,,,,,,,,,,,,,,,,,
016,013,006,061,Idaho,Blaine County,California,Placer County,0,22,28,44,-28,44,28,44,,,,,,,,,,,,,,,,,,,,,,,,
016,013,006,065,Idaho,Blaine County,California,Riverside County,0,22,5,7,-5,7,5,7,,,,,,,,,,,,,,,,,,,,,,,,
016,013,006,083,Idaho,Blaine County,California,Santa Barbara County,0,22,7,12,-7,12,7,12,,,,,,,,,,,,,,,,,,,,,,,,
016,013,006,111,Idaho,Blaine County,California,Ventura County,29,56,0,29,29,56,29,56,,,,,,,,,,,,,,,,,,,,,,,,
016,013,008,005,Idaho,Blaine County,Colorado,Arapahoe County,0,22,4,7,-4,7,4,7,,,,,,,,,,,,,,,,,,,,,,,,
016,013,008,031,Idaho,Blaine County,Colorado,Denver County,0,22,9,18,-9,18,9,18,,,,,,,,,,,,,,,,,,,,,,,,
016,013,008,041,Idaho,Blaine County,Colorado,El Paso County,0,22,21,33,-21,33,21,33,,,,,,,,,,,,,,,,,,,,,,,,
016,013,008,059,Idaho,Blaine County,Colorado,Jefferson County,0,22,8,13,-8,13,8,13,,,,,,,,,,,,,,,,,,,,,,,,
016,013,008,069,Idaho,Blaine County,Colorado,Larimer County,0,22,11,18,-11,18,11,18,,,,,,,,,,,,,,,,,,,,,,,,
016,013,008,077,Idaho,Blaine County,Colorado,Mesa County,38,61,0,28,38,61,38,61,,,,,,,,,,,,,,,,,,,,,,,,
016,013,008,109,Idaho,Blaine County,Colorado,Saguache County,0,22,14,18,-14,18,14,18,,,,,,,,,,,,,,,,,,,,,,,,
016,013,008,113,Idaho,Blaine County,Colorado,San Miguel County,0,22,17,25,-17,25,17,25,,,,,,,,,,,,,,,,,,,,,,,,
016,013,009,001,Idaho,Blaine County,Connecticut,Fairfield County,0,22,11,17,-11,17,11,17,,,,,,,,,,,,,,,,,,,,,,,,
016,013,012,087,Idaho,Blaine County,Florida,Monroe County,8,14,0,31,8,14,8,14,,,,,,,,,,,,,,,,,,,,,,,,
016,013,016,001,Idaho,Blaine County,Idaho,Ada County,138,146,451,208,-313,210,589,292,,,,,,,,,,,,,,,,,,,,,,,,
016,013,016,005,Idaho,Blaine County,Idaho,Bannock County,16,19,0,28,16,19,16,19,,,,,,,,,,,,,,,,,,,,,,,,
016,013,016,011,Idaho,Blaine County,Idaho,Bingham County,50,71,1,12,49,71,51,72,,,,,,,,,,,,,,,,,,,,,,,,
016,013,016,017,Idaho,Blaine County,Idaho,Bonner County,0,22,18,30,-18,30,18,30,,,,,,,,,,,,,,,,,,,,,,,,
016,013,016,019,Idaho,Blaine County,Idaho,Bonneville County,7,14,3,11,4,17,10,19,,,,,,,,,,,,,,,,,,,,,,,,
016,013,016,023,Idaho,Blaine County,Idaho,Butte County,7,14,0,12,7,14,7,14,,,,,,,,,,,,,,,,,,,,,,,,
016,013,016,025,Idaho,Blaine County,Idaho,Camas County,165,145,0,12,165,145,165,145,,,,,,,,,,,,,,,,,,,,,,,,
016,013,016,031,Idaho,Blaine County,Idaho,Cassia County,0,22,3,6,-3,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,
016,013,016,035,Idaho,Blaine County,Idaho,Clearwater County,0,22,9,14,-9,14,9,14,,,,,,,,,,,,,,,,,,,,,,,,
016,013,016,037,Idaho,Blaine County,Idaho,Custer County,0,22,7,13,-7,13,7,13,,,,,,,,,,,,,,,,,,,,,,,,
016,013,016,039,Idaho,Blaine County,Idaho,Elmore County,6,11,37,61,-31,62,43,62,,,,,,,,,,,,,,,,,,,,,,,,
016,013,016,047,Idaho,Blaine County,Idaho,Gooding County,0,22,14,24,-14,24,14,24,,,,,,,,,,,,,,,,,,,,,,,,
016,013,016,049,Idaho,Blaine County,Idaho,Idaho County,0,22,8,12,-8,12,8,12,,,,,,,,,,,,,,,,,,,,,,,,
016,013,016,053,Idaho,Blaine County,Idaho,Jerome County,29,47,0,22,29,47,29,47,,,,,,,,,,,,,,,,,,,,,,,,
016,013,016,057,Idaho,Blaine County,Idaho,Latah County,0,22,4,8,-4,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,
016,013,016,063,Idaho,Blaine County,Idaho,Lincoln County,31,44,14,15,17,47,45,47,,,,,,,,,,,,,,,,,,,,,,,,
016,013,016,067,Idaho,Blaine County,Idaho,Minidoka County,7,13,0,22,7,13,7,13,,,,,,,,,,,,,,,,,,,,,,,,
016,013,016,075,Idaho,Blaine County,Idaho,Payette County,0,22,124,186,-124,186,124,186,,,,,,,,,,,,,,,,,,,,,,,,
016,013,016,083,Idaho,Blaine County,Idaho,Twin Falls County,6,7,133,88,-127,88,139,89,,,,,,,,,,,,,,,,,,,,,,,,
016,013,017,031,Idaho,Blaine County,Illinois,Cook County,12,17,0,26,12,17,12,17,,,,,,,,,,,,,,,,,,,,,,,,
016,013,023,005,Idaho,Blaine County,Maine,Cumberland County,0,22,4,8,-4,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,
016,013,023,013,Idaho,Blaine County,Maine,Knox County,0,22,3,4,-3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,
016,013,025,003,Idaho,Blaine County,Massachusetts,Berkshire County,0,22,10,14,-10,14,10,14,,,,,,,,,,,,,,,,,,,,,,,,
016,013,027,137,Idaho,Blaine County,Minnesota,St. Louis County,0,22,4,5,-4,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,
016,013,028,089,Idaho,Blaine County,Mississippi,Madison County,0,22,9,14,-9,14,9,14,,,,,,,,,,,,,,,,,,,,,,,,
016,013,030,111,Idaho,Blaine County,Montana,Yellowstone County,0,22,3,6,-3,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,
016,013,032,003,Idaho,Blaine County,Nevada,Clark County,0,22,5,8,-5,8,5,8,,,,,,,,,,,,,,,,,,,,,,,,
016,013,032,031,Idaho,Blaine County,Nevada,Washoe County,0,22,15,22,-15,22,15,22,,,,,,,,,,,,,,,,,,,,,,,,
016,013,036,067,Idaho,Blaine County,New York,Onondaga County,12,21,0,27,12,21,12,21,,,,,,,,,,,,,,,,,,,,,,,,
016,013,037,125,Idaho,Blaine County,North Carolina,Moore County,7,13,0,28,7,13,7,13,,,,,,,,,,,,,,,,,,,,,,,,
016,013,041,001,Idaho,Blaine County,Oregon,Baker County,9,17,0,19,9,17,9,17,,,,,,,,,,,,,,,,,,,,,,,,
016,013,041,017,Idaho,Blaine County,Oregon,Deschutes County,15,22,0,28,15,22,15,22,,,,,,,,,,,,,,,,,,,,,,,,
016,013,041,029,Idaho,Blaine County,Oregon,Jackson County,17,23,0,28,17,23,17,23,,,,,,,,,,,,,,,,,,,,,,,,
016,013,041,065,Idaho,Blaine County,Oregon,Wasco County,5,9,0,22,5,9,5,9,,,,,,,,,,,,,,,,,,,,,,,,
016,013,041,067,Idaho,Blaine County,Oregon,Washington County,6,14,0,28,6,14,6,14,,,,,,,,,,,,,,,,,,,,,,,,
016,013,042,019,Idaho,Blaine County,Pennsylvania,Butler County,5,10,0,24,5,10,5,10,,,,,,,,,,,,,,,,,,,,,,,,
016,013,042,119,Idaho,Blaine County,Pennsylvania,Union County,0,22,7,13,-7,13,7,13,,,,,,,,,,,,,,,,,,,,,,,,
016,013,048,453,Idaho,Blaine County,Texas,Travis County,0,22,33,48,-33,48,33,48,,,,,,,,,,,,,,,,,,,,,,,,
016,013,049,029,Idaho,Blaine County,Utah,Morgan County,4,6,0,18,4,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,
016,013,049,035,Idaho,Blaine County,Utah,Salt Lake County,30,37,17,24,13,43,47,44,,,,,,,,,,,,,,,,,,,,,,,,
016,013,049,049,Idaho,Blaine County,Utah,Utah County,52,76,0,27,52,76,52,76,,,,,,,,,,,,,,,,,,,,,,,,
016,013,051,003,Idaho,Blaine County,Virginia,Albemarle County,0,22,7,12,-7,12,7,12,,,,,,,,,,,,,,,,,,,,,,,,
016,013,051,153,Idaho,Blaine County,Virginia,Prince William County,79,121,0,28,79,121,79,121,,,,,,,,,,,,,,,,,,,,,,,,
016,013,053,011,Idaho,Blaine County,Washington,Clark County,0,22,8,16,-8,16,8,16,,,,,,,,,,,,,,,,,,,,,,,,
016,013,053,029,Idaho,Blaine County,Washington,Island County,1,2,0,28,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
016,013,053,031,Idaho,Blaine County,Washington,Jefferson County,10,14,0,25,10,14,10,14,,,,,,,,,,,,,,,,,,,,,,,,
016,013,053,033,Idaho,Blaine County,Washington,King County,10,20,37,41,-27,46,47,45,,,,,,,,,,,,,,,,,,,,,,,,
016,013,053,035,Idaho,Blaine County,Washington,Kitsap County,0,22,52,84,-52,84,52,84,,,,,,,,,,,,,,,,,,,,,,,,
016,013,053,063,Idaho,Blaine County,Washington,Spokane County,0,22,2,5,-2,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,
016,013,055,025,Idaho,Blaine County,Wisconsin,Dane County,0,22,35,59,-35,59,35,59,,,,,,,,,,,,,,,,,,,,,,,,
016,013,055,079,Idaho,Blaine County,Wisconsin,Milwaukee County,46,71,0,20,46,71,46,71,,,,,,,,,,,,,,,,,,,,,,,,
016,013,056,001,Idaho,Blaine County,Wyoming,Albany County,0,22,1,3,-1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
