Table with column headers in rows 2 through 3.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Code of Geography A,FIPS County Code of Geography A,State/U.S. Island Area/Foreign Region Code of Geography B,FIPS County Code of Geography B,State Name of Geography A,County Name of Geography A,State/U.S. Island Area/Foreign Region of Geography B,County Name of Geography B,Flow from Geography B to Geography A,,Counterflow from Geography A to Geography B1,,Net Migration from Geography B to Geography A1,,Gross Migration between Geography A and Geography B1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,,,,,,,,,,,,,,,,,,,,,,,
016,039,032,001,Idaho,Elmore County,Nevada,Churchill County,6,15,0,23,6,15,6,15,,,,,,,,,,,,,,,,,,,,,,,,
016,039,032,003,Idaho,Elmore County,Nevada,Clark County,43,57,114,130,-71,142,157,142,,,,,,,,,,,,,,,,,,,,,,,,
016,039,032,005,Idaho,Elmore County,Nevada,Douglas County,7,8,0,26,7,8,7,8,,,,,,,,,,,,,,,,,,,,,,,,
016,039,032,017,Idaho,Elmore County,Nevada,Lincoln County,51,82,0,17,51,82,51,82,,,,,,,,,,,,,,,,,,,,,,,,
016,039,032,019,Idaho,Elmore County,Nevada,Lyon County,5,10,0,29,5,10,5,10,,,,,,,,,,,,,,,,,,,,,,,,
016,039,032,021,Idaho,Elmore County,Nevada,Mineral County,0,22,1,2,-1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
016,039,035,001,Idaho,Elmore County,New Mexico,Bernalillo County,4,8,0,28,4,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,
016,039,036,029,Idaho,Elmore County,New York,Erie County,0,22,16,27,-16,27,16,27,,,,,,,,,,,,,,,,,,,,,,,,
016,039,036,065,Idaho,Elmore County,New York,Oneida County,11,18,0,27,11,18,11,18,,,,,,,,,,,,,,,,,,,,,,,,
016,039,037,071,Idaho,Elmore County,North Carolina,Gaston County,7,10,0,28,7,10,7,10,,,,,,,,,,,,,,,,,,,,,,,,
016,039,037,119,Idaho,Elmore County,North Carolina,Mecklenburg County,0,22,20,31,-20,31,20,31,,,,,,,,,,,,,,,,,,,,,,,,
016,039,037,191,Idaho,Elmore County,North Carolina,Wayne County,94,130,11,17,83,131,105,131,,,,,,,,,,,,,,,,,,,,,,,,
016,039,038,011,Idaho,Elmore County,North Dakota,Bowman County,1,2,0,9,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
016,039,039,035,Idaho,Elmore County,Ohio,Cuyahoga County,7,12,0,27,7,12,7,12,,,,,,,,,,,,,,,,,,,,,,,,
016,039,039,049,Idaho,Elmore County,Ohio,Franklin County,4,7,0,27,4,7,4,7,,,,,,,,,,,,,,,,,,,,,,,,
016,039,039,113,Idaho,Elmore County,Ohio,Montgomery County,7,12,0,27,7,12,7,12,,,,,,,,,,,,,,,,,,,,,,,,
016,039,039,165,Idaho,Elmore County,Ohio,Warren County,10,18,0,27,10,18,10,18,,,,,,,,,,,,,,,,,,,,,,,,
016,039,040,109,Idaho,Elmore County,Oklahoma,Oklahoma County,4,8,12,17,-8,19,16,19,,,,,,,,,,,,,,,,,,,,,,,,
016,039,040,143,Idaho,Elmore County,Oklahoma,Tulsa County,0,22,10,16,-10,16,10,16,,,,,,,,,,,,,,,,,,,,,,,,
016,039,041,019,Idaho,Elmore County,Oregon,Douglas County,0,22,29,47,-29,47,29,47,,,,,,,,,,,,,,,,,,,,,,,,
016,039,041,035,Idaho,Elmore County,Oregon,Klamath County,6,11,0,28,6,11,6,11,,,,,,,,,,,,,,,,,,,,,,,,
016,039,041,045,Idaho,Elmore County,Oregon,Malheur County,0,22,4,9,-4,9,4,9,,,,,,,,,,,,,,,,,,,,,,,,
016,039,041,051,Idaho,Elmore County,Oregon,Multnomah County,12,18,100,128,-88,130,112,128,,,,,,,,,,,,,,,,,,,,,,,,
016,039,041,059,Idaho,Elmore County,Oregon,Umatilla County,0,22,210,260,-210,260,210,260,,,,,,,,,,,,,,,,,,,,,,,,
016,039,041,065,Idaho,Elmore County,Oregon,Wasco County,3,8,0,22,3,8,3,8,,,,,,,,,,,,,,,,,,,,,,,,
016,039,042,003,Idaho,Elmore County,Pennsylvania,Allegheny County,42,57,0,24,42,57,42,57,,,,,,,,,,,,,,,,,,,,,,,,
016,039,042,129,Idaho,Elmore County,Pennsylvania,Westmoreland County,7,12,0,24,7,12,7,12,,,,,,,,,,,,,,,,,,,,,,,,
016,039,045,015,Idaho,Elmore County,South Carolina,Berkeley County,4,8,0,29,4,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,
016,039,046,109,Idaho,Elmore County,South Dakota,Roberts County,15,24,0,15,15,24,15,24,,,,,,,,,,,,,,,,,,,,,,,,
016,039,047,009,Idaho,Elmore County,Tennessee,Blount County,18,29,0,29,18,29,18,29,,,,,,,,,,,,,,,,,,,,,,,,
016,039,047,059,Idaho,Elmore County,Tennessee,Greene County,4,8,0,29,4,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,
016,039,047,093,Idaho,Elmore County,Tennessee,Knox County,65,73,0,29,65,73,65,73,,,,,,,,,,,,,,,,,,,,,,,,
016,039,047,149,Idaho,Elmore County,Tennessee,Rutherford County,26,33,0,29,26,33,26,33,,,,,,,,,,,,,,,,,,,,,,,,
016,039,048,027,Idaho,Elmore County,Texas,Bell County,14,22,10,18,4,28,24,28,,,,,,,,,,,,,,,,,,,,,,,,
016,039,048,029,Idaho,Elmore County,Texas,Bexar County,47,41,46,48,1,66,93,60,,,,,,,,,,,,,,,,,,,,,,,,
016,039,048,099,Idaho,Elmore County,Texas,Coryell County,4,8,0,31,4,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,
016,039,048,127,Idaho,Elmore County,Texas,Dimmit County,82,114,0,21,82,114,82,114,,,,,,,,,,,,,,,,,,,,,,,,
016,039,048,245,Idaho,Elmore County,Texas,Jefferson County,4,8,0,31,4,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,
016,039,048,439,Idaho,Elmore County,Texas,Tarrant County,0,22,84,96,-84,96,84,96,,,,,,,,,,,,,,,,,,,,,,,,
016,039,048,485,Idaho,Elmore County,Texas,Wichita County,37,35,0,31,37,35,37,35,,,,,,,,,,,,,,,,,,,,,,,,
016,039,049,009,Idaho,Elmore County,Utah,Daggett County,0,22,3,6,-3,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,
016,039,049,011,Idaho,Elmore County,Utah,Davis County,0,22,67,105,-67,105,67,105,,,,,,,,,,,,,,,,,,,,,,,,
016,039,049,013,Idaho,Elmore County,Utah,Duchesne County,10,15,0,21,10,15,10,15,,,,,,,,,,,,,,,,,,,,,,,,
016,039,049,035,Idaho,Elmore County,Utah,Salt Lake County,17,25,121,133,-104,136,138,135,,,,,,,,,,,,,,,,,,,,,,,,
016,039,049,057,Idaho,Elmore County,Utah,Weber County,4,10,9,14,-5,17,13,17,,,,,,,,,,,,,,,,,,,,,,,,
016,039,051,059,Idaho,Elmore County,Virginia,Fairfax County,0,22,10,14,-10,14,10,14,,,,,,,,,,,,,,,,,,,,,,,,
016,039,053,011,Idaho,Elmore County,Washington,Clark County,8,15,0,28,8,15,8,15,,,,,,,,,,,,,,,,,,,,,,,,
016,039,053,015,Idaho,Elmore County,Washington,Cowlitz County,1,2,28,30,-27,30,29,30,,,,,,,,,,,,,,,,,,,,,,,,
016,039,053,035,Idaho,Elmore County,Washington,Kitsap County,29,49,0,28,29,49,29,49,,,,,,,,,,,,,,,,,,,,,,,,
016,039,053,037,Idaho,Elmore County,Washington,Kittitas County,12,20,0,25,12,20,12,20,,,,,,,,,,,,,,,,,,,,,,,,
016,039,053,053,Idaho,Elmore County,Washington,Pierce County,3,6,0,28,3,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,
016,039,053,057,Idaho,Elmore County,Washington,Skagit County,0,22,21,32,-21,32,21,32,,,,,,,,,,,,,,,,,,,,,,,,
016,039,053,063,Idaho,Elmore County,Washington,Spokane County,27,35,73,113,-46,133,100,101,,,,,,,,,,,,,,,,,,,,,,,,
016,039,056,023,Idaho,Elmore County,Wyoming,Lincoln County,0,22,56,85,-56,85,56,85,,,,,,,,,,,,,,,,,,,,,,,,
016,039,ASI,,Idaho,Elmore County,Asia,-,341,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,039,CAM,,Idaho,Elmore County,Central America,-,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,039,EUR,,Idaho,Elmore County,Europe,-,275,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,041,001,045,Idaho,Franklin County,Alabama,Dale County,2,6,0,24,2,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,
016,041,002,110,Idaho,Franklin County,Alaska,Juneau City and Borough,1,3,0,18,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
016,041,004,013,Idaho,Franklin County,Arizona,Maricopa County,0,19,21,36,-21,36,21,36,,,,,,,,,,,,,,,,,,,,,,,,
016,041,004,019,Idaho,Franklin County,Arizona,Pima County,0,19,18,27,-18,27,18,27,,,,,,,,,,,,,,,,,,,,,,,,
016,041,006,037,Idaho,Franklin County,California,Los Angeles County,140,205,0,29,140,205,140,205,,,,,,,,,,,,,,,,,,,,,,,,
016,041,006,071,Idaho,Franklin County,California,San Bernardino County,4,6,0,29,4,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,
016,041,006,073,Idaho,Franklin County,California,San Diego County,44,62,0,29,44,62,44,62,,,,,,,,,,,,,,,,,,,,,,,,
016,041,006,085,Idaho,Franklin County,California,Santa Clara County,0,19,32,47,-32,47,32,47,,,,,,,,,,,,,,,,,,,,,,,,
016,041,008,097,Idaho,Franklin County,Colorado,Pitkin County,1,3,0,19,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
016,041,015,001,Idaho,Franklin County,Hawaii,Hawaii County,6,12,0,26,6,12,6,12,,,,,,,,,,,,,,,,,,,,,,,,
016,041,016,001,Idaho,Franklin County,Idaho,Ada County,46,37,15,27,31,42,61,49,,,,,,,,,,,,,,,,,,,,,,,,
016,041,016,005,Idaho,Franklin County,Idaho,Bannock County,22,33,18,17,4,37,40,38,,,,,,,,,,,,,,,,,,,,,,,,
016,041,016,007,Idaho,Franklin County,Idaho,Bear Lake County,0,19,4,6,-4,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,
016,041,016,011,Idaho,Franklin County,Idaho,Bingham County,11,17,7,15,4,23,18,22,,,,,,,,,,,,,,,,,,,,,,,,
016,041,016,019,Idaho,Franklin County,Idaho,Bonneville County,1,2,48,66,-47,66,49,66,,,,,,,,,,,,,,,,,,,,,,,,
016,041,016,023,Idaho,Franklin County,Idaho,Butte County,0,19,1,3,-1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
016,041,016,027,Idaho,Franklin County,Idaho,Canyon County,65,91,0,28,65,91,65,91,,,,,,,,,,,,,,,,,,,,,,,,
016,041,016,029,Idaho,Franklin County,Idaho,Caribou County,0,19,13,15,-13,15,13,15,,,,,,,,,,,,,,,,,,,,,,,,
016,041,016,031,Idaho,Franklin County,Idaho,Cassia County,20,29,0,22,20,29,20,29,,,,,,,,,,,,,,,,,,,,,,,,
016,041,016,039,Idaho,Franklin County,Idaho,Elmore County,11,16,0,22,11,16,11,16,,,,,,,,,,,,,,,,,,,,,,,,
016,041,016,043,Idaho,Franklin County,Idaho,Fremont County,15,27,0,19,15,27,15,27,,,,,,,,,,,,,,,,,,,,,,,,
016,041,016,045,Idaho,Franklin County,Idaho,Gem County,0,19,47,48,-47,48,47,48,,,,,,,,,,,,,,,,,,,,,,,,
016,041,016,051,Idaho,Franklin County,Idaho,Jefferson County,0,19,4,6,-4,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,
016,041,016,059,Idaho,Franklin County,Idaho,Lemhi County,6,11,0,17,6,11,6,11,,,,,,,,,,,,,,,,,,,,,,,,
016,041,016,063,Idaho,Franklin County,Idaho,Lincoln County,0,19,28,39,-28,39,28,39,,,,,,,,,,,,,,,,,,,,,,,,
016,041,016,065,Idaho,Franklin County,Idaho,Madison County,65,75,0,25,65,75,65,75,,,,,,,,,,,,,,,,,,,,,,,,
016,041,016,067,Idaho,Franklin County,Idaho,Minidoka County,0,19,36,53,-36,53,36,53,,,,,,,,,,,,,,,,,,,,,,,,
016,041,016,071,Idaho,Franklin County,Idaho,Oneida County,10,17,8,16,2,25,18,21,,,,,,,,,,,,,,,,,,,,,,,,
016,041,016,077,Idaho,Franklin County,Idaho,Power County,2,5,0,17,2,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,
016,041,016,079,Idaho,Franklin County,Idaho,Shoshone County,0,19,5,7,-5,7,5,7,,,,,,,,,,,,,,,,,,,,,,,,
016,041,016,083,Idaho,Franklin County,Idaho,Twin Falls County,0,19,34,37,-34,37,34,37,,,,,,,,,,,,,,,,,,,,,,,,
016,041,018,045,Idaho,Franklin County,Indiana,Fountain County,0,19,33,50,-33,50,33,50,,,,,,,,,,,,,,,,,,,,,,,,
016,041,019,193,Idaho,Franklin County,Iowa,Woodbury County,1,4,0,22,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,
016,041,021,047,Idaho,Franklin County,Kentucky,Christian County,0,19,17,28,-17,28,17,28,,,,,,,,,,,,,,,,,,,,,,,,
016,041,024,031,Idaho,Franklin County,Maryland,Montgomery County,0,19,9,13,-9,13,9,13,,,,,,,,,,,,,,,,,,,,,,,,
016,041,026,111,Idaho,Franklin County,Michigan,Midland County,4,6,0,23,4,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,
016,041,030,063,Idaho,Franklin County,Montana,Missoula County,79,94,0,23,79,94,79,94,,,,,,,,,,,,,,,,,,,,,,,,
016,041,032,003,Idaho,Franklin County,Nevada,Clark County,67,95,0,29,67,95,67,95,,,,,,,,,,,,,,,,,,,,,,,,
016,041,041,053,Idaho,Franklin County,Oregon,Polk County,0,19,15,24,-15,24,15,24,,,,,,,,,,,,,,,,,,,,,,,,
016,041,041,067,Idaho,Franklin County,Oregon,Washington County,1,3,0,28,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
016,041,048,453,Idaho,Franklin County,Texas,Travis County,2,3,0,31,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,
016,041,049,003,Idaho,Franklin County,Utah,Box Elder County,0,19,10,16,-10,16,10,16,,,,,,,,,,,,,,,,,,,,,,,,
016,041,049,005,Idaho,Franklin County,Utah,Cache County,330,178,164,70,166,191,494,191,,,,,,,,,,,,,,,,,,,,,,,,
016,041,049,011,Idaho,Franklin County,Utah,Davis County,0,19,57,82,-57,82,57,82,,,,,,,,,,,,,,,,,,,,,,,,
016,041,049,035,Idaho,Franklin County,Utah,Salt Lake County,9,12,23,36,-14,38,32,37,,,,,,,,,,,,,,,,,,,,,,,,
016,041,049,045,Idaho,Franklin County,Utah,Tooele County,87,139,0,27,87,139,87,139,,,,,,,,,,,,,,,,,,,,,,,,
016,041,049,057,Idaho,Franklin County,Utah,Weber County,21,31,19,27,2,40,40,43,,,,,,,,,,,,,,,,,,,,,,,,
016,041,053,015,Idaho,Franklin County,Washington,Cowlitz County,1,3,0,28,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
016,041,053,035,Idaho,Franklin County,Washington,Kitsap County,16,17,0,28,16,17,16,17,,,,,,,,,,,,,,,,,,,,,,,,
016,041,053,041,Idaho,Franklin County,Washington,Lewis County,6,10,0,28,6,10,6,10,,,,,,,,,,,,,,,,,,,,,,,,
016,041,053,071,Idaho,Franklin County,Washington,Walla Walla County,1,2,0,28,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
016,041,056,005,Idaho,Franklin County,Wyoming,Campbell County,31,46,0,25,31,46,31,46,,,,,,,,,,,,,,,,,,,,,,,,
016,041,056,025,Idaho,Franklin County,Wyoming,Natrona County,0,19,5,10,-5,10,5,10,,,,,,,,,,,,,,,,,,,,,,,,
016,041,056,033,Idaho,Franklin County,Wyoming,Sheridan County,1,3,0,22,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
016,041,056,037,Idaho,Franklin County,Wyoming,Sweetwater County,0,19,3,7,-3,7,3,7,,,,,,,,,,,,,,,,,,,,,,,,
016,041,ASI,,Idaho,Franklin County,Asia,-,42,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,041,CAM,,Idaho,Franklin County,Central America,-,54,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,041,SAM,,Idaho,Franklin County,South America,-,38,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,043,004,005,Idaho,Fremont County,Arizona,Coconino County,0,19,9,14,-9,14,9,14,,,,,,,,,,,,,,,,,,,,,,,,
016,043,006,019,Idaho,Fremont County,California,Fresno County,6,9,0,29,6,9,6,9,,,,,,,,,,,,,,,,,,,,,,,,
016,043,006,029,Idaho,Fremont County,California,Kern County,5,11,0,29,5,11,5,11,,,,,,,,,,,,,,,,,,,,,,,,
016,043,006,037,Idaho,Fremont County,California,Los Angeles County,16,21,0,29,16,21,16,21,,,,,,,,,,,,,,,,,,,,,,,,
016,043,006,043,Idaho,Fremont County,California,Mariposa County,0,19,48,76,-48,76,48,76,,,,,,,,,,,,,,,,,,,,,,,,
016,043,006,045,Idaho,Fremont County,California,Mendocino County,0,19,18,14,-18,14,18,14,,,,,,,,,,,,,,,,,,,,,,,,
016,043,006,065,Idaho,Fremont County,California,Riverside County,0,19,7,9,-7,9,7,9,,,,,,,,,,,,,,,,,,,,,,,,
016,043,006,071,Idaho,Fremont County,California,San Bernardino County,8,11,0,29,8,11,8,11,,,,,,,,,,,,,,,,,,,,,,,,
016,043,006,073,Idaho,Fremont County,California,San Diego County,43,52,0,29,43,52,43,52,,,,,,,,,,,,,,,,,,,,,,,,
016,043,006,081,Idaho,Fremont County,California,San Mateo County,23,31,0,29,23,31,23,31,,,,,,,,,,,,,,,,,,,,,,,,
016,043,006,095,Idaho,Fremont County,California,Solano County,3,6,0,29,3,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,
016,043,006,099,Idaho,Fremont County,California,Stanislaus County,0,19,9,14,-9,14,9,14,,,,,,,,,,,,,,,,,,,,,,,,
016,043,008,013,Idaho,Fremont County,Colorado,Boulder County,7,12,0,28,7,12,7,12,,,,,,,,,,,,,,,,,,,,,,,,
016,043,008,063,Idaho,Fremont County,Colorado,Kit Carson County,5,10,0,17,5,10,5,10,,,,,,,,,,,,,,,,,,,,,,,,
016,043,013,245,Idaho,Fremont County,Georgia,Richmond County,0,19,18,29,-18,29,18,29,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,001,Idaho,Fremont County,Idaho,Ada County,146,79,43,37,103,89,189,84,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,005,Idaho,Fremont County,Idaho,Bannock County,25,19,37,49,-12,53,62,52,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,007,Idaho,Fremont County,Idaho,Bear Lake County,4,9,2,6,2,11,6,11,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,011,Idaho,Fremont County,Idaho,Bingham County,14,16,0,25,14,16,14,16,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,015,Idaho,Fremont County,Idaho,Boise County,22,34,0,17,22,34,22,34,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,019,Idaho,Fremont County,Idaho,Bonneville County,62,43,100,62,-38,70,162,81,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,023,Idaho,Fremont County,Idaho,Butte County,4,9,0,12,4,9,4,9,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,027,Idaho,Fremont County,Idaho,Canyon County,50,38,8,20,42,37,58,48,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,031,Idaho,Fremont County,Idaho,Cassia County,6,11,0,22,6,11,6,11,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,035,Idaho,Fremont County,Idaho,Clearwater County,0,19,5,10,-5,10,5,10,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,039,Idaho,Fremont County,Idaho,Elmore County,10,13,27,33,-17,33,37,37,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,041,Idaho,Fremont County,Idaho,Franklin County,0,19,15,27,-15,27,15,27,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,045,Idaho,Fremont County,Idaho,Gem County,0,19,7,12,-7,12,7,12,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,051,Idaho,Fremont County,Idaho,Jefferson County,131,109,52,63,79,125,183,126,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,053,Idaho,Fremont County,Idaho,Jerome County,0,19,10,21,-10,21,10,21,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,055,Idaho,Fremont County,Idaho,Kootenai County,0,19,30,47,-30,47,30,47,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,057,Idaho,Fremont County,Idaho,Latah County,0,19,36,42,-36,42,36,42,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,065,Idaho,Fremont County,Idaho,Madison County,116,64,251,145,-135,150,367,167,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,069,Idaho,Fremont County,Idaho,Nez Perce County,2,4,0,25,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,075,Idaho,Fremont County,Idaho,Payette County,0,19,13,19,-13,19,13,19,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,077,Idaho,Fremont County,Idaho,Power County,4,9,0,17,4,9,4,9,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,081,Idaho,Fremont County,Idaho,Teton County,2,5,0,19,2,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,
016,043,016,083,Idaho,Fremont County,Idaho,Twin Falls County,5,6,0,28,5,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,
016,043,024,031,Idaho,Fremont County,Maryland,Montgomery County,8,12,0,28,8,12,8,12,,,,,,,,,,,,,,,,,,,,,,,,
016,043,026,043,Idaho,Fremont County,Michigan,Dickinson County,0,19,19,31,-19,31,19,31,,,,,,,,,,,,,,,,,,,,,,,,
016,043,026,065,Idaho,Fremont County,Michigan,Ingham County,1,2,0,23,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
016,043,026,103,Idaho,Fremont County,Michigan,Marquette County,0,19,6,11,-6,11,6,11,,,,,,,,,,,,,,,,,,,,,,,,
016,043,026,163,Idaho,Fremont County,Michigan,Wayne County,2,5,0,23,2,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,
016,043,029,189,Idaho,Fremont County,Missouri,St. Louis County,15,25,0,26,15,25,15,25,,,,,,,,,,,,,,,,,,,,,,,,
016,043,030,001,Idaho,Fremont County,Montana,Beaverhead County,30,32,0,14,30,32,30,32,,,,,,,,,,,,,,,,,,,,,,,,
016,043,030,031,Idaho,Fremont County,Montana,Gallatin County,0,19,20,23,-20,23,20,23,,,,,,,,,,,,,,,,,,,,,,,,
016,043,035,001,Idaho,Fremont County,New Mexico,Bernalillo County,28,41,0,28,28,41,28,41,,,,,,,,,,,,,,,,,,,,,,,,
016,043,038,105,Idaho,Fremont County,North Dakota,Williams County,0,19,24,37,-24,37,24,37,,,,,,,,,,,,,,,,,,,,,,,,
016,043,041,011,Idaho,Fremont County,Oregon,Coos County,1,3,0,28,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
016,043,041,017,Idaho,Fremont County,Oregon,Deschutes County,2,5,0,28,2,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,
016,043,046,059,Idaho,Fremont County,South Dakota,Hand County,0,19,4,6,-4,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,
016,043,048,141,Idaho,Fremont County,Texas,El Paso County,0,19,12,17,-12,17,12,17,,,,,,,,,,,,,,,,,,,,,,,,
016,043,048,167,Idaho,Fremont County,Texas,Galveston County,0,19,14,26,-14,26,14,26,,,,,,,,,,,,,,,,,,,,,,,,
016,043,048,485,Idaho,Fremont County,Texas,Wichita County,5,9,0,31,5,9,5,9,,,,,,,,,,,,,,,,,,,,,,,,
016,043,049,011,Idaho,Fremont County,Utah,Davis County,20,30,0,27,20,30,20,30,,,,,,,,,,,,,,,,,,,,,,,,
016,043,049,021,Idaho,Fremont County,Utah,Iron County,4,8,0,24,4,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,
016,043,049,035,Idaho,Fremont County,Utah,Salt Lake County,7,9,0,27,7,9,7,9,,,,,,,,,,,,,,,,,,,,,,,,
016,043,049,045,Idaho,Fremont County,Utah,Tooele County,3,8,0,27,3,8,3,8,,,,,,,,,,,,,,,,,,,,,,,,
016,043,049,053,Idaho,Fremont County,Utah,Washington County,19,27,0,27,19,27,19,27,,,,,,,,,,,,,,,,,,,,,,,,
016,043,049,057,Idaho,Fremont County,Utah,Weber County,6,13,0,27,6,13,6,13,,,,,,,,,,,,,,,,,,,,,,,,
016,043,053,009,Idaho,Fremont County,Washington,Clallam County,0,19,3,6,-3,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,
016,043,053,027,Idaho,Fremont County,Washington,Grays Harbor County,25,39,0,28,25,39,25,39,,,,,,,,,,,,,,,,,,,,,,,,
016,043,053,041,Idaho,Fremont County,Washington,Lewis County,1,4,0,28,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,
016,043,056,025,Idaho,Fremont County,Wyoming,Natrona County,0,19,23,36,-23,36,23,36,,,,,,,,,,,,,,,,,,,,,,,,
016,043,056,029,Idaho,Fremont County,Wyoming,Park County,0,19,2,4,-2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,
016,043,056,035,Idaho,Fremont County,Wyoming,Sublette County,48,67,0,19,48,67,48,67,,,,,,,,,,,,,,,,,,,,,,,,
016,043,056,043,Idaho,Fremont County,Wyoming,Washakie County,20,28,0,17,20,28,20,28,,,,,,,,,,,,,,,,,,,,,,,,
016,043,CAM,,Idaho,Fremont County,Central America,-,79,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,043,ISL,,Idaho,Fremont County,U.S. Island Areas,-,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,043,SAM,,Idaho,Fremont County,South America,-,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,045,001,045,Idaho,Gem County,Alabama,Dale County,50,71,0,24,50,71,50,71,,,,,,,,,,,,,,,,,,,,,,,,
016,045,002,180,Idaho,Gem County,Alaska,Nome Census Area,38,48,0,12,38,48,38,48,,,,,,,,,,,,,,,,,,,,,,,,
016,045,004,005,Idaho,Gem County,Arizona,Coconino County,1,2,0,29,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
016,045,004,013,Idaho,Gem County,Arizona,Maricopa County,13,21,19,29,-6,36,32,36,,,,,,,,,,,,,,,,,,,,,,,,
016,045,004,019,Idaho,Gem County,Arizona,Pima County,0,19,29,39,-29,39,29,39,,,,,,,,,,,,,,,,,,,,,,,,
016,045,004,027,Idaho,Gem County,Arizona,Yuma County,0,19,7,10,-7,10,7,10,,,,,,,,,,,,,,,,,,,,,,,,
016,045,006,013,Idaho,Gem County,California,Contra Costa County,8,13,19,31,-11,35,27,33,,,,,,,,,,,,,,,,,,,,,,,,
016,045,006,029,Idaho,Gem County,California,Kern County,45,64,0,29,45,64,45,64,,,,,,,,,,,,,,,,,,,,,,,,
016,045,012,057,Idaho,Gem County,Florida,Hillsborough County,20,31,0,31,20,31,20,31,,,,,,,,,,,,,,,,,,,,,,,,
016,045,012,101,Idaho,Gem County,Florida,Pasco County,28,46,0,31,28,46,28,46,,,,,,,,,,,,,,,,,,,,,,,,
